product_id,product_name,category,subcategory,brand,unit_cost,supplier_name
1119,PatioLife Bedding Pro,Home & Garden,Bedding,PatioLife,271.13,Northstar Procurement
1120,PatioLife Bedding Elite,Home & Garden,Bedding,PatioLife,136.27,Pinnacle Trading
1121,HomeNest Lighting Basic,Home & Garden,Lighting,HomeNest,440.24,Pinnacle Trading
1122,GreenThumb Lighting Basic,Home & Garden,Lighting,GreenThumb,83.08,Northstar Procurement
1123,GreenThumb Lighting Pro,Home & Garden,Lighting,GreenThumb,353.25,Evergreen Supply Chain
1124,BrightLux Lighting Basic,Home & Garden,Lighting,BrightLux,266.83,Northstar Procurement
1125,BrightLux Lighting Pro,Home & Garden,Lighting,BrightLux,153.19,Summit Supply Co
1126,BrightLux Lighting Elite,Home & Garden,Lighting,BrightLux,469.77,Pacific Wholesale
1127,CraftMaster Lighting Basic,Home & Garden,Lighting,CraftMaster,62.14,Summit Supply Co
1128,CraftMaster Lighting Pro,Home & Garden,Lighting,CraftMaster,372.5,Pacific Wholesale
1129,PatioLife Lighting Basic,Home & Garden,Lighting,PatioLife,144.47,Meridian Imports
1130,PatioLife Lighting Pro,Home & Garden,Lighting,PatioLife,360.22,Meridian Imports
1131,HomeNest Tools Basic,Home & Garden,Tools,HomeNest,318.95,Cascade Logistics
1132,HomeNest Tools Pro,Home & Garden,Tools,HomeNest,255.18,Cascade Logistics
1133,HomeNest Tools Elite,Home & Garden,Tools,HomeNest,453.14,Atlas Distribution
1134,GreenThumb Tools Basic,Home & Garden,Tools,GreenThumb,318.97,Cascade Logistics
1135,BrightLux Tools Basic,Home & Garden,Tools,BrightLux,6.76,Pacific Wholesale
1136,CraftMaster Tools Basic,Home & Garden,Tools,CraftMaster,490.0,Pacific Wholesale
1137,CraftMaster Tools Pro,Home & Garden,Tools,CraftMaster,371.91,Northstar Procurement
1138,CraftMaster Tools Elite,Home & Garden,Tools,CraftMaster,354.31,Northstar Procurement
1139,PatioLife Tools Basic,Home & Garden,Tools,PatioLife,60.38,Pacific Wholesale
1140,HomeNest Outdoor Basic,Home & Garden,Outdoor,HomeNest,22.83,Pinnacle Trading
1141,HomeNest Outdoor Pro,Home & Garden,Outdoor,HomeNest,293.34,Pacific Wholesale
1142,HomeNest Outdoor Elite,Home & Garden,Outdoor,HomeNest,217.74,Atlas Distribution
1143,GreenThumb Outdoor Basic,Home & Garden,Outdoor,GreenThumb,185.5,Atlas Distribution
1144,GreenThumb Outdoor Pro,Home & Garden,Outdoor,GreenThumb,449.97,Meridian Imports
1145,BrightLux Outdoor Basic,Home & Garden,Outdoor,BrightLux,128.52,Summit Supply Co
1146,BrightLux Outdoor Pro,Home & Garden,Outdoor,BrightLux,180.07,Northstar Procurement
1147,BrightLux Outdoor Elite,Home & Garden,Outdoor,BrightLux,442.65,Harbor Freight Partners
1148,CraftMaster Outdoor Basic,Home & Garden,Outdoor,CraftMaster,375.99,Meridian Imports
1149,CraftMaster Outdoor Pro,Home & Garden,Outdoor,CraftMaster,432.98,Pacific Wholesale
1150,CraftMaster Outdoor Elite,Home & Garden,Outdoor,CraftMaster,441.3,Atlas Distribution
1151,PatioLife Outdoor Basic,Home & Garden,Outdoor,PatioLife,369.6,Pinnacle Trading
1152,SprintForce Running Basic,Sports,Running,SprintForce,402.11,Meridian Imports
1153,SprintForce Running Pro,Sports,Running,SprintForce,137.07,Summit Supply Co
1154,VeloGear Running Basic,Sports,Running,VeloGear,436.72,Continental Goods
1155,VeloGear Running Pro,Sports,Running,VeloGear,115.1,Continental Goods
1156,IronPulse Running Basic,Sports,Running,IronPulse,156.07,Meridian Imports
1157,IronPulse Running Pro,Sports,Running,IronPulse,115.35,Meridian Imports
1158,WildTrail Running Basic,Sports,Running,WildTrail,167.49,Summit Supply Co
1159,WildTrail Running Pro,Sports,Running,WildTrail,483.61,Cascade Logistics
1160,AquaFlow Running Basic,Sports,Running,AquaFlow,322.53,Harbor Freight Partners
1161,AquaFlow Running Pro,Sports,Running,AquaFlow,341.36,Northstar Procurement
1162,SprintForce Cycling Basic,Sports,Cycling,SprintForce,469.92,Summit Supply Co
1163,SprintForce Cycling Pro,Sports,Cycling,SprintForce,439.13,Cascade Logistics
1164,VeloGear Cycling Basic,Sports,Cycling,VeloGear,292.39,Cascade Logistics
1165,IronPulse Cycling Basic,Sports,Cycling,IronPulse,58.66,Harbor Freight Partners
1166,WildTrail Cycling Basic,Sports,Cycling,WildTrail,365.63,Pinnacle Trading
1167,WildTrail Cycling Pro,Sports,Cycling,WildTrail,221.01,Northstar Procurement
1168,AquaFlow Cycling Basic,Sports,Cycling,AquaFlow,195.67,Evergreen Supply Chain
1169,SprintForce Fitness Basic,Sports,Fitness,SprintForce,131.09,Harbor Freight Partners
1170,VeloGear Fitness Basic,Sports,Fitness,VeloGear,262.36,Northstar Procurement
1171,IronPulse Fitness Basic,Sports,Fitness,IronPulse,361.12,Meridian Imports
1172,IronPulse Fitness Pro,Sports,Fitness,IronPulse,185.29,Summit Supply Co
1173,IronPulse Fitness Elite,Sports,Fitness,IronPulse,474.69,Pinnacle Trading
1174,WildTrail Fitness Basic,Sports,Fitness,WildTrail,160.39,Summit Supply Co
1175,WildTrail Fitness Pro,Sports,Fitness,WildTrail,361.28,Cascade Logistics
1176,WildTrail Fitness Elite,Sports,Fitness,WildTrail,256.03,Harbor Freight Partners
1177,AquaFlow Fitness Basic,Sports,Fitness,AquaFlow,204.19,Cascade Logistics
1178,AquaFlow Fitness Pro,Sports,Fitness,AquaFlow,279.43,Meridian Imports
1179,SprintForce Camping Basic,Sports,Camping,SprintForce,334.14,Harbor Freight Partners
1180,SprintForce Camping Pro,Sports,Camping,SprintForce,340.27,Pacific Wholesale
1181,VeloGear Camping Basic,Sports,Camping,VeloGear,286.71,Harbor Freight Partners
1182,VeloGear Camping Pro,Sports,Camping,VeloGear,276.23,Atlas Distribution
1183,VeloGear Camping Elite,Sports,Camping,VeloGear,155.42,Meridian Imports
1184,IronPulse Camping Basic,Sports,Camping,IronPulse,393.95,Evergreen Supply Chain
1185,IronPulse Camping Pro,Sports,Camping,IronPulse,329.08,Continental Goods
1186,WildTrail Camping Basic,Sports,Camping,WildTrail,223.87,Meridian Imports
1187,WildTrail Camping Pro,Sports,Camping,WildTrail,258.03,Pacific Wholesale
1188,AquaFlow Camping Basic,Sports,Camping,AquaFlow,46.97,Northstar Procurement
1189,AquaFlow Camping Pro,Sports,Camping,AquaFlow,333.61,Evergreen Supply Chain
1190,AquaFlow Camping Elite,Sports,Camping,AquaFlow,170.92,Meridian Imports
1191,SprintForce Water Sports Basic,Sports,Water Sports,SprintForce,158.66,Meridian Imports
1192,SprintForce Water Sports Pro,Sports,Water Sports,SprintForce,77.94,Atlas Distribution
1193,SprintForce Water Sports Elite,Sports,Water Sports,SprintForce,126.2,Continental Goods
1194,VeloGear Water Sports Basic,Sports,Water Sports,VeloGear,425.62,Summit Supply Co
1195,VeloGear Water Sports Pro,Sports,Water Sports,VeloGear,230.43,Evergreen Supply Chain
1196,VeloGear Water Sports Elite,Sports,Water Sports,VeloGear,101.25,Harbor Freight Partners
1197,IronPulse Water Sports Basic,Sports,Water Sports,IronPulse,202.83,Pacific Wholesale
1198,IronPulse Water Sports Pro,Sports,Water Sports,IronPulse,329.75,Atlas Distribution
1199,WildTrail Water Sports Basic,Sports,Water Sports,WildTrail,390.32,Meridian Imports
1200,AquaFlow Water Sports Basic,Sports,Water Sports,AquaFlow,403.03,Northstar Procurement
1201,FreshBite Snacks Basic,Food & Beverage,Snacks,FreshBite,29.86,Meridian Imports
1202,FreshBite Snacks Pro,Food & Beverage,Snacks,FreshBite,459.15,Summit Supply Co
1203,PureBlend Snacks Basic,Food & Beverage,Snacks,PureBlend,71.0,Continental Goods
1204,PureBlend Snacks Pro,Food & Beverage,Snacks,PureBlend,335.45,Northstar Procurement
1205,GreenHarvest Snacks Basic,Food & Beverage,Snacks,GreenHarvest,162.06,Continental Goods
1206,GreenHarvest Snacks Pro,Food & Beverage,Snacks,GreenHarvest,308.26,Northstar Procurement
1207,GreenHarvest Snacks Elite,Food & Beverage,Snacks,GreenHarvest,216.24,Northstar Procurement
1208,FrostPick Snacks Basic,Food & Beverage,Snacks,FrostPick,449.12,Continental Goods
1209,FrostPick Snacks Pro,Food & Beverage,Snacks,FrostPick,227.78,Meridian Imports
1210,GoldenCrust Snacks Basic,Food & Beverage,Snacks,GoldenCrust,142.27,Northstar Procurement
1211,GoldenCrust Snacks Pro,Food & Beverage,Snacks,GoldenCrust,244.88,Meridian Imports
1212,GoldenCrust Snacks Elite,Food & Beverage,Snacks,GoldenCrust,140.93,Summit Supply Co
1213,FreshBite Beverages Basic,Food & Beverage,Beverages,FreshBite,146.44,Cascade Logistics
1214,FreshBite Beverages Pro,Food & Beverage,Beverages,FreshBite,171.24,Northstar Procurement
1215,FreshBite Beverages Elite,Food & Beverage,Beverages,FreshBite,44.89,Pacific Wholesale
1216,PureBlend Beverages Basic,Food & Beverage,Beverages,PureBlend,194.6,Pacific Wholesale
1217,GreenHarvest Beverages Basic,Food & Beverage,Beverages,GreenHarvest,110.91,Harbor Freight Partners
1218,GreenHarvest Beverages Pro,Food & Beverage,Beverages,GreenHarvest,206.76,Northstar Procurement
1219,GreenHarvest Beverages Elite,Food & Beverage,Beverages,GreenHarvest,235.63,Atlas Distribution
1220,FrostPick Beverages Basic,Food & Beverage,Beverages,FrostPick,417.28,Harbor Freight Partners
1221,GoldenCrust Beverages Basic,Food & Beverage,Beverages,GoldenCrust,473.3,Atlas Distribution
1222,GoldenCrust Beverages Pro,Food & Beverage,Beverages,GoldenCrust,429.08,Evergreen Supply Chain
1223,GoldenCrust Beverages Elite,Food & Beverage,Beverages,GoldenCrust,193.29,Atlas Distribution
1224,FreshBite Organic Basic,Food & Beverage,Organic,FreshBite,152.81,Harbor Freight Partners
1225,FreshBite Organic Pro,Food & Beverage,Organic,FreshBite,427.46,Harbor Freight Partners
1226,PureBlend Organic Basic,Food & Beverage,Organic,PureBlend,375.02,Northstar Procurement
1227,PureBlend Organic Pro,Food & Beverage,Organic,PureBlend,400.93,Meridian Imports
1228,PureBlend Organic Elite,Food & Beverage,Organic,PureBlend,246.67,Cascade Logistics
1229,GreenHarvest Organic Basic,Food & Beverage,Organic,GreenHarvest,245.39,Harbor Freight Partners
1230,GreenHarvest Organic Pro,Food & Beverage,Organic,GreenHarvest,171.38,Harbor Freight Partners
1231,FrostPick Organic Basic,Food & Beverage,Organic,FrostPick,86.7,Continental Goods
1232,FrostPick Organic Pro,Food & Beverage,Organic,FrostPick,460.17,Evergreen Supply Chain
1233,FrostPick Organic Elite,Food & Beverage,Organic,FrostPick,269.39,Harbor Freight Partners
1234,GoldenCrust Organic Basic,Food & Beverage,Organic,GoldenCrust,284.37,Atlas Distribution
1235,GoldenCrust Organic Pro,Food & Beverage,Organic,GoldenCrust,46.55,Harbor Freight Partners
1236,GoldenCrust Organic Elite,Food & Beverage,Organic,GoldenCrust,72.17,Continental Goods
1237,FreshBite Frozen Basic,Food & Beverage,Frozen,FreshBite,29.89,Harbor Freight Partners
1238,PureBlend Frozen Basic,Food & Beverage,Frozen,PureBlend,109.77,Pinnacle Trading
1239,PureBlend Frozen Pro,Food & Beverage,Frozen,PureBlend,172.06,Harbor Freight Partners
1240,GreenHarvest Frozen Basic,Food & Beverage,Frozen,GreenHarvest,377.24,Harbor Freight Partners
1241,GreenHarvest Frozen Pro,Food & Beverage,Frozen,GreenHarvest,129.87,Summit Supply Co
1242,FrostPick Frozen Basic,Food & Beverage,Frozen,FrostPick,14.59,Northstar Procurement
1243,FrostPick Frozen Pro,Food & Beverage,Frozen,FrostPick,30.78,Pinnacle Trading
1244,GoldenCrust Frozen Basic,Food & Beverage,Frozen,GoldenCrust,326.82,Atlas Distribution
1245,FreshBite Bakery Basic,Food & Beverage,Bakery,FreshBite,475.06,Meridian Imports
1246,PureBlend Bakery Basic,Food & Beverage,Bakery,PureBlend,312.56,Meridian Imports
1247,GreenHarvest Bakery Basic,Food & Beverage,Bakery,GreenHarvest,239.41,Summit Supply Co
1248,FrostPick Bakery Basic,Food & Beverage,Bakery,FrostPick,474.14,Continental Goods
1249,FrostPick Bakery Pro,Food & Beverage,Bakery,FrostPick,351.24,Pinnacle Trading
1250,FrostPick Bakery Elite,Food & Beverage,Bakery,FrostPick,88.06,Evergreen Supply Chain
1251,GoldenCrust Bakery Basic,Food & Beverage,Bakery,GoldenCrust,360.59,Pacific Wholesale
1252,GoldenCrust Bakery Pro,Food & Beverage,Bakery,GoldenCrust,482.54,Summit Supply Co
1253,GoldenCrust Bakery Elite,Food & Beverage,Bakery,GoldenCrust,291.45,Cascade Logistics
