transaction_id,transaction_date,store_id,customer_id,product_id,quantity,unit_price,discount_pct,payment_method,cashier_id
TXN-000108,2024-11-04,152,5212,1184,3,1052.05,0,Mobile Pay,EMP-062
TXN-000109,2024-09-02,102,5210,1054,2,1033.82,0,Debit Card,EMP-074
TXN-000110,2024-10-30,137,5456,1042,2,622.08,0,Debit Card,EMP-034
TXN-000111,2024-04-02,141,5288,1133,1,1325.36,10,Credit Card,EMP-028
TXN-000112,2024-08-17,115,5087,1156,4,466.18,0,Gift Card,EMP-024
TXN-000113,2024-11-15,122,5351,1169,4,277.84,0,Debit Card,EMP-049
TXN-000114,2024-07-16,133,5440,1034,4,224.34,0,Gift Card,EMP-013
TXN-000115,2024-03-31,151,5449,1122,5,234.53,0,Credit Card,EMP-062
TXN-000116,2024-12-03,150,5000,1034,4,453.95,20,Cash,EMP-006
TXN-000117,2024-12-23,151,5246,1136,4,966.34,15,Gift Card,EMP-074
TXN-000118,2024-02-20,155,5119,1109,1,182.83,10,Gift Card,EMP-070
TXN-000119,2024-07-28,101,5404,1066,5,133.6,0,Gift Card,EMP-001
TXN-000120,2024-07-11,124,5209,1168,1,307.15,0,Mobile Pay,EMP-075
TXN-000121,2024-05-09,140,5187,1067,3,587.37,20,Debit Card,EMP-053
TXN-000122,2024-10-09,136,5286,1201,4,65.8,10,Cash,EMP-074
TXN-000123,2024-06-25,143,5437,1199,1,964.05,5,Mobile Pay,EMP-021
TXN-000124,2024-02-21,136,5410,1055,5,891.76,0,Debit Card,EMP-050
TXN-000125,2024-11-21,139,5241,1002,4,334.21,0,Credit Card,EMP-034
TXN-000126,2024-04-23,125,,1095,4,581.98,10,Gift Card,EMP-008
TXN-000127,2024-03-30,155,,1164,5,611.06,10,Debit Card,EMP-005
TXN-000128,2024-11-02,144,5086,1131,1,678.87,15,Debit Card,EMP-001
TXN-000129,2024-03-21,143,5180,1023,4,687.01,20,Gift Card,EMP-026
TXN-000130,2024-09-22,106,,1004,5,751.09,10,Gift Card,EMP-075
TXN-000131,2024-06-27,113,5310,1089,4,218.25,20,Gift Card,EMP-001
TXN-000132,2024-05-13,105,,1045,5,374.78,10,Cash,EMP-015
TXN-000133,2024-09-19,137,5406,1245,3,790.43,25,Mobile Pay,EMP-073
TXN-000134,2024-09-04,130,5397,1198,4,540.09,0,Mobile Pay,EMP-015
TXN-000135,2024-05-12,144,5112,1018,2,525.58,15,Mobile Pay,EMP-046
TXN-000136,2024-09-21,119,5127,1138,1,431.37,20,Cash,EMP-010
TXN-000137,2024-10-10,137,5111,1239,3,261.75,0,Debit Card,EMP-064
TXN-000138,2024-04-12,115,5105,1061,2,311.76,5,Gift Card,EMP-046
TXN-000139,2024-03-20,143,5346,1200,4,561.03,0,Gift Card,EMP-006
TXN-000140,2024-09-03,137,5451,1096,3,446.27,25,Debit Card,EMP-066
TXN-000141,2024-05-23,134,5027,1102,4,437.36,25,Gift Card,EMP-005
TXN-000142,2024-09-14,130,5089,1089,1,141.99,25,Cash,EMP-002
TXN-000143,2024-01-07,124,5166,1173,5,749.7,10,Debit Card,EMP-071
TXN-000144,2024-05-14,124,5175,1061,2,208.14,25,Mobile Pay,EMP-027
TXN-000145,2024-08-02,118,5205,1180,4,869.03,0,Gift Card,EMP-017
TXN-000146,2024-10-21,118,,1176,2,412.57,20,Mobile Pay,EMP-026
TXN-000147,2024-03-15,152,,1205,1,474.26,0,Mobile Pay,EMP-064
TXN-000148,2024-03-09,121,5368,1229,4,669.65,10,Cash,EMP-072
TXN-000149,2024-10-17,114,5030,1013,3,106.57,25,Credit Card,EMP-058
TXN-000150,2024-06-20,152,5477,1067,3,396.67,15,Credit Card,EMP-053
TXN-000151,2024-03-03,137,5101,1090,5,394.53,0,Cash,EMP-046
TXN-000152,2024-06-15,106,5228,1173,4,1005.77,10,Mobile Pay,EMP-019
TXN-000153,2024-03-26,140,5323,1164,5,775.97,20,Credit Card,EMP-011
TXN-000154,2024-03-23,146,5149,1088,3,160.82,20,Cash,EMP-057
TXN-000155,2024-07-04,111,5211,1192,2,175.87,0,Debit Card,EMP-031
TXN-000156,2024-12-04,114,5040,1065,2,959.19,20,Credit Card,EMP-013
TXN-000157,2024-02-02,150,5013,1240,4,1049.35,0,Credit Card,EMP-034
TXN-000158,2024-11-12,120,5199,1040,2,153.51,5,Cash,EMP-057
TXN-000159,2024-11-16,103,5014,1033,3,157.19,15,Mobile Pay,EMP-060
TXN-000160,2024-10-03,145,5496,1240,5,637.67,0,Gift Card,EMP-077
TXN-000161,2024-08-21,134,5222,1162,5,1197.38,10,Cash,EMP-062
TXN-000162,2024-10-03,127,5187,1059,3,798.46,0,Cash,EMP-002
TXN-000163,2024-01-01,119,5176,1134,4,850.91,0,Mobile Pay,EMP-062
TXN-000164,2024-06-02,115,5305,1003,1,952.91,15,Debit Card,EMP-053
TXN-000165,2024-10-14,142,5377,1112,4,308.75,20,Debit Card,EMP-034
TXN-000166,2024-02-10,140,5409,1109,3,295.07,10,Gift Card,EMP-035
TXN-000167,2024-07-30,108,5148,1049,4,1212.08,25,Cash,EMP-080
TXN-000168,2024-09-08,135,5496,1049,1,787.23,0,Credit Card,EMP-037
TXN-000169,2024-05-17,106,5119,1033,2,272.22,0,Mobile Pay,EMP-028
TXN-000170,2024-06-24,130,5190,1108,1,360.74,15,Credit Card,EMP-019
TXN-000171,2024-01-29,131,,1069,2,929.2,5,Cash,EMP-049
TXN-000172,2024-01-07,150,5197,1032,4,601.43,5,Credit Card,EMP-026
TXN-000173,2024-08-23,131,5106,1189,4,863.31,10,Cash,EMP-021
TXN-000174,2024-11-18,108,5266,1187,3,329.23,25,Cash,EMP-026
TXN-000175,2024-07-03,108,5498,1228,2,319.13,20,Cash,EMP-002
TXN-000176,2024-03-26,151,,1204,2,569.25,0,Credit Card,EMP-075
TXN-000177,2024-12-19,106,5394,1122,2,202.64,0,Mobile Pay,EMP-012
TXN-000178,2024-12-17,141,5388,1159,1,874.93,0,Cash,EMP-020
TXN-000179,2024-12-25,115,,1138,3,929.94,15,Mobile Pay,EMP-025
TXN-000180,2024-01-11,103,5128,1177,4,383.87,25,Gift Card,EMP-038
TXN-000181,2024-10-04,123,5278,1179,3,695.73,25,Cash,EMP-077
TXN-000182,2024-10-10,153,5151,1042,3,570.97,15,Mobile Pay,EMP-001
TXN-000183,2024-11-22,140,5009,1130,3,678.03,5,Cash,EMP-009
TXN-000184,2024-12-03,144,5268,1248,4,1028.94,0,Gift Card,EMP-037
TXN-000185,2024-06-14,134,,1105,1,78.05,0,Debit Card,EMP-023
TXN-000186,2024-01-17,137,5016,1052,4,319.75,25,Gift Card,EMP-080
TXN-000187,2024-12-25,146,5310,1152,1,667.78,0,Debit Card,EMP-063
TXN-000188,2024-02-10,136,,1120,4,360.0,15,Credit Card,EMP-079
TXN-000189,2024-05-16,120,,1136,1,623.86,5,Gift Card,EMP-013
TXN-000190,2024-02-21,134,5098,1186,2,361.74,0,Gift Card,EMP-072
TXN-000191,2024-07-31,144,5183,1192,4,108.33,20,Credit Card,EMP-022
TXN-000192,2024-04-02,135,5080,1141,5,564.04,25,Cash,EMP-041
TXN-000193,2024-10-08,128,5324,1084,3,1176.99,5,Gift Card,EMP-070
TXN-000194,2024-04-19,124,5130,1097,4,1195.37,25,Mobile Pay,EMP-001
TXN-000195,2024-01-18,109,,1252,3,826.14,0,Cash,EMP-029
TXN-000196,2024-04-19,145,5482,1220,3,737.26,0,Credit Card,EMP-005
TXN-000197,2024-08-23,138,5455,1092,2,44.49,5,Cash,EMP-039
TXN-000198,2024-02-17,105,5375,1147,3,849.73,25,Debit Card,EMP-063
TXN-000199,2024-12-19,142,5304,1180,3,761.26,0,Gift Card,EMP-049
TXN-000200,2024-02-10,153,5178,1200,4,524.21,20,Credit Card,EMP-030
TXN-000201,2024-11-30,150,,1218,4,472.27,0,Cash,EMP-068
TXN-000202,2024-01-22,133,,1082,2,112.26,0,Credit Card,EMP-051
TXN-000203,2024-08-16,128,5113,1193,3,286.63,20,Debit Card,EMP-017
TXN-000204,2024-06-21,126,5280,1022,3,892.35,0,Mobile Pay,EMP-065
TXN-000205,2024-08-10,136,5246,1199,2,958.69,25,Mobile Pay,EMP-074
TXN-000206,2024-04-10,116,5126,1144,1,1038.89,10,Mobile Pay,EMP-042
TXN-000207,2024-12-16,127,,1237,4,66.86,15,Cash,EMP-025
TXN-000208,2024-06-13,120,,1089,2,168.79,15,Gift Card,EMP-057
TXN-000209,2024-11-15,113,5119,1038,3,746.85,0,Credit Card,EMP-015
TXN-000210,2024-01-28,154,5444,1063,3,1068.11,0,Cash,EMP-015
TXN-000211,2024-06-05,135,5378,1116,2,330.8,5,Gift Card,EMP-067
TXN-000212,2024-05-12,145,5072,1141,1,607.05,20,Gift Card,EMP-068
TXN-000213,2024-01-23,145,5404,1066,5,130.68,10,Credit Card,EMP-060
TXN-000214,2024-12-01,143,5138,1242,3,17.73,0,Credit Card,EMP-038
TXN-000215,2024-11-28,107,5363,1099,3,582.78,25,Gift Card,EMP-069
TXN-000216,2024-02-15,146,5287,1048,1,532.42,0,Debit Card,EMP-068
TXN-000217,2024-06-05,123,5009,1086,3,72.87,15,Cash,EMP-031
TXN-000218,2024-09-13,125,5449,1071,1,1198.46,10,Debit Card,EMP-020
TXN-000219,2024-06-23,147,,1230,4,326.84,5,Mobile Pay,EMP-031
TXN-000220,2024-10-20,122,5309,1040,4,223.44,0,Debit Card,EMP-018
TXN-000221,2024-10-24,120,5070,1139,5,146.8,0,Mobile Pay,EMP-019
TXN-000222,2024-12-01,136,5034,1239,5,381.41,0,Debit Card,EMP-041
TXN-000223,2024-03-15,127,5498,1187,4,323.33,10,Mobile Pay,EMP-036
TXN-000224,2024-03-18,102,,1200,5,619.97,10,Gift Card,EMP-073
TXN-000225,2024-11-09,123,5013,1060,1,137.25,25,Debit Card,EMP-065
TXN-000226,2024-11-05,125,5436,1121,4,1092.51,25,Debit Card,EMP-021
TXN-000227,2024-04-08,118,5007,1058,4,600.05,5,Debit Card,EMP-027
TXN-000228,2024-02-03,140,5443,1046,4,371.36,15,Mobile Pay,EMP-032
TXN-000229,2024-08-06,125,5422,1104,3,625.95,20,Gift Card,EMP-074
TXN-000230,2024-10-31,103,5402,1138,5,760.14,0,Mobile Pay,EMP-059
TXN-000231,2024-01-22,148,5202,1225,1,1279.18,20,Gift Card,EMP-007
TXN-000232,2024-04-07,153,5396,1075,3,17.04,25,Debit Card,EMP-055
TXN-000233,2024-05-30,110,5462,1157,4,329.24,25,Credit Card,EMP-065
TXN-000234,2024-02-27,135,5356,1047,2,1121.57,20,Mobile Pay,EMP-042
TXN-000235,2024-08-18,113,5364,1007,4,157.4,0,Cash,EMP-042
TXN-000236,2024-12-20,147,5367,1167,1,626.1,0,Credit Card,EMP-058
TXN-000237,2024-11-20,151,5372,1093,5,656.0,0,Mobile Pay,EMP-071
TXN-000238,2024-07-13,143,5289,1012,2,211.69,0,Debit Card,EMP-023
TXN-000239,2024-12-30,129,5393,1014,3,357.2,0,Credit Card,EMP-017
TXN-000240,2024-04-13,132,5234,1001,4,139.49,0,Gift Card,EMP-064
TXN-000241,2024-05-01,129,5209,1056,1,233.81,0,Debit Card,EMP-071
TXN-000242,2024-05-22,104,5106,1159,2,1127.56,0,Credit Card,EMP-045
TXN-000243,2024-01-19,139,5429,1038,3,1025.71,15,Credit Card,EMP-007
TXN-000244,2024-02-25,140,5145,1107,5,115.48,0,Mobile Pay,EMP-075
TXN-000245,2024-07-03,124,5165,1239,4,217.57,0,Mobile Pay,EMP-071
TXN-000246,2024-02-03,118,,1075,3,17.53,20,Gift Card,EMP-027
TXN-000247,2024-12-22,147,,1054,5,1051.3,0,Mobile Pay,EMP-078
TXN-000248,2024-12-27,134,5132,1074,5,234.1,15,Debit Card,EMP-079
TXN-000249,2024-10-15,152,5252,1128,2,795.46,5,Cash,EMP-025
TXN-000250,2024-01-01,148,5060,1031,2,147.17,20,Mobile Pay,EMP-006
TXN-000251,2024-06-19,141,5005,1090,2,315.59,10,Cash,EMP-009
TXN-000252,2024-06-06,108,5003,1077,3,84.63,15,Mobile Pay,EMP-073
TXN-000253,2024-11-11,154,5169,1246,3,391.45,25,Mobile Pay,EMP-005
TXN-000254,2024-11-26,135,5456,1035,3,415.07,25,Mobile Pay,EMP-008
TXN-000255,2024-09-23,135,5284,1077,1,88.83,5,Gift Card,EMP-043
TXN-000256,2024-06-30,122,5015,1017,4,196.72,0,Gift Card,EMP-078
TXN-000257,2024-07-18,120,5384,1048,3,776.21,0,Cash,EMP-053
TXN-000258,2024-02-14,120,5424,1128,2,1035.06,10,Debit Card,EMP-015
TXN-000259,2024-07-10,129,5047,1201,5,37.84,0,Mobile Pay,EMP-065
TXN-000260,2024-03-19,134,5447,1049,3,802.75,15,Debit Card,EMP-013
TXN-000261,2024-09-21,130,5018,1174,4,479.07,0,Credit Card,EMP-040
TXN-000262,2024-01-23,130,5170,1176,1,698.1,0,Gift Card,EMP-040
TXN-000263,2024-01-12,121,5107,1148,2,964.52,5,Cash,EMP-036
TXN-000264,2024-09-29,110,5139,1082,2,133.93,10,Credit Card,EMP-002
TXN-000265,2024-11-14,136,5179,1144,3,956.33,10,Debit Card,EMP-037
TXN-000266,2024-10-20,122,5456,1063,5,553.98,25,Credit Card,EMP-017
TXN-000267,2024-01-15,125,,1121,1,1244.09,0,Mobile Pay,EMP-051
TXN-000268,2024-04-01,145,5428,1181,4,651.7,15,Cash,EMP-043
TXN-000269,2024-04-11,149,5040,1183,4,398.67,0,Credit Card,EMP-060
TXN-000270,2024-02-19,130,5392,1117,4,16.9,5,Debit Card,EMP-019
TXN-000271,2024-11-11,143,5358,1067,3,609.71,15,Mobile Pay,EMP-063
TXN-000272,2024-01-16,155,5236,1017,2,137.29,10,Cash,EMP-078
TXN-000273,2024-10-21,151,5365,1033,1,231.39,15,Gift Card,EMP-010
TXN-000274,2024-06-03,140,5122,1137,2,754.89,0,Mobile Pay,EMP-050
TXN-000275,2024-02-03,151,5220,1088,4,157.23,15,Gift Card,EMP-031
TXN-000276,2024-03-29,137,5364,1170,4,631.05,0,Gift Card,EMP-077
TXN-000277,2024-08-25,120,5090,1084,4,951.36,0,Gift Card,EMP-014
TXN-000278,2024-12-16,132,5167,1209,1,517.86,0,Debit Card,EMP-018
TXN-000279,2024-10-24,110,5387,1232,2,1177.57,25,Gift Card,EMP-038
TXN-000280,2024-07-18,121,5348,1158,3,375.22,10,Mobile Pay,EMP-045
TXN-000281,2024-02-15,155,5206,1150,2,536.01,10,Credit Card,EMP-048
TXN-000282,2024-10-08,123,5420,1248,1,614.31,10,Credit Card,EMP-031
TXN-000283,2024-08-09,125,5364,1180,4,769.79,20,Mobile Pay,EMP-070
TXN-000284,2024-04-18,136,,1170,4,396.72,15,Mobile Pay,EMP-020
TXN-000285,2024-05-27,105,,1224,1,367.68,0,Mobile Pay,EMP-056
TXN-000286,2024-03-10,130,5440,1022,5,627.87,20,Gift Card,EMP-024
TXN-000287,2024-08-20,123,5196,1131,2,626.23,0,Mobile Pay,EMP-078
TXN-000288,2024-01-04,133,5364,1148,3,788.33,20,Gift Card,EMP-074
TXN-000289,2024-07-06,124,5360,1009,1,422.51,25,Credit Card,EMP-019
TXN-000290,2024-09-26,130,5143,1252,5,1325.46,0,Gift Card,EMP-079
TXN-000291,2024-02-15,143,5491,1063,1,753.1,10,Gift Card,EMP-007
TXN-000292,2024-06-24,131,5262,1137,5,967.47,15,Mobile Pay,EMP-046
TXN-000293,2024-05-30,148,5305,1075,3,12.85,10,Credit Card,EMP-061
TXN-000294,2024-10-23,152,5149,1044,5,669.84,0,Cash,EMP-063
TXN-000295,2024-02-12,117,5142,1033,2,230.93,10,Cash,EMP-033
TXN-000296,2024-01-08,148,5302,1190,2,239.42,25,Cash,EMP-023
TXN-000297,2024-05-13,134,5409,1201,1,73.5,15,Credit Card,EMP-019
TXN-000298,2024-10-31,127,5385,1240,4,1010.66,5,Mobile Pay,EMP-022
TXN-000299,2024-04-17,117,5328,1148,1,948.19,0,Debit Card,EMP-060
TXN-000300,2024-07-23,135,5385,1122,2,144.76,20,Mobile Pay,EMP-061
TXN-000301,2024-05-14,152,5147,1038,4,807.55,20,Cash,EMP-068
TXN-000302,2024-12-15,123,5326,1245,4,605.15,10,Cash,EMP-035
TXN-000303,2024-05-16,130,5200,1206,2,424.44,5,Gift Card,EMP-044
TXN-000304,2024-12-12,144,5005,1177,1,610.08,0,Credit Card,EMP-053
TXN-000305,2024-02-20,147,5112,1135,3,9.38,10,Debit Card,EMP-005
TXN-000306,2024-01-13,154,5336,1159,2,660.37,0,Credit Card,EMP-012
TXN-000307,2024-11-05,137,5331,1034,2,301.72,0,Debit Card,EMP-033
TXN-000308,2024-05-30,130,,1120,3,325.53,20,Cash,EMP-033
TXN-000309,2024-03-23,125,5195,1200,3,537.32,0,Cash,EMP-034
TXN-000310,2024-04-01,140,5102,1113,4,140.59,0,Mobile Pay,EMP-014
TXN-000311,2024-03-14,107,5329,1139,4,156.0,10,Credit Card,EMP-005
TXN-000312,2024-02-07,102,5228,1019,4,648.0,0,Credit Card,EMP-005
TXN-000313,2024-12-06,126,5463,1100,5,166.28,0,Gift Card,EMP-063
TXN-000314,2024-09-01,151,5415,1112,1,311.41,5,Credit Card,EMP-050
TXN-000315,2024-12-18,135,,1210,3,370.43,15,Cash,EMP-052
TXN-000316,2024-01-29,135,5187,1162,3,1407.24,0,Mobile Pay,EMP-038
TXN-000317,2024-11-27,125,,1052,2,348.5,10,Mobile Pay,EMP-014
TXN-000318,2024-11-18,141,,1177,4,377.07,5,Debit Card,EMP-005
TXN-000319,2024-04-08,125,5250,1007,1,258.09,10,Mobile Pay,EMP-069
TXN-000320,2024-08-18,104,,1248,3,1418.86,0,Mobile Pay,EMP-016
TXN-000321,2024-04-18,144,5481,1207,5,513.99,0,Gift Card,EMP-030
TXN-000322,2024-02-06,131,5009,1010,5,960.59,0,Debit Card,EMP-017
TXN-000323,2024-01-08,151,5420,1045,1,453.49,25,Gift Card,EMP-022
TXN-000324,2024-10-29,132,,1017,5,178.47,5,Credit Card,EMP-026
TXN-000325,2024-08-06,126,5347,1087,3,1067.73,0,Gift Card,EMP-070
TXN-000326,2024-03-11,103,5391,1083,5,580.8,0,Cash,EMP-009
TXN-000327,2024-03-02,124,5356,1071,5,654.85,0,Mobile Pay,EMP-032
TXN-000328,2024-10-24,140,5323,1011,4,504.86,0,Credit Card,EMP-063
TXN-000329,2024-02-11,142,5361,1002,5,153.11,10,Mobile Pay,EMP-061
TXN-000330,2024-12-20,129,5267,1033,4,171.94,5,Debit Card,EMP-079
TXN-000331,2024-12-20,106,5313,1010,3,865.24,15,Mobile Pay,EMP-001
TXN-000332,2024-10-12,140,5048,1061,3,190.91,5,Mobile Pay,EMP-027
